ts,ms_played,track,artist,album,uri,UniqueID,track_uri
2018-05-27T21:55:05Z,260986,What It's All About,Slum Village,"Fantastic, Vol. 2.10",spotify:track:2e5cb2nEMIpRBWK1lXIWPm,Slum Village:What It's All About,2e5cb2nEMIpRBWK1lXIWPm
2018-05-27T22:10:25Z,249640,Now,Miguel,War & Leisure,spotify:track:5XN9jwDlXAZ8j5nMcK7S1d,Miguel:Now,5XN9jwDlXAZ8j5nMcK7S1d
2018-05-27T22:14:44Z,258173,City of Angels,Miguel,War & Leisure,spotify:track:6Lnn71AwH0uzSocADOF8ei,Miguel:City of Angels,6Lnn71AwH0uzSocADOF8ei
2018-05-27T22:18:14Z,209093,Wolf (feat. Quin),Miguel,War & Leisure,spotify:track:3SHJLQK4Nfgg7eYMvMElnF,Miguel:Wolf (feat. Quin),3SHJLQK4Nfgg7eYMvMElnF
2018-05-27T22:22:12Z,237797,Simple Things (Remix) (feat. Chris Brown & Future),Miguel,Simple Things (Remix) (feat. Chris Brown & Future),spotify:track:4z8c9qkpiYghn6DCQ6yA0u,Miguel:Simple Things (Remix) (feat. Chris Brown & Future),4z8c9qkpiYghn6DCQ6yA0u
2018-05-27T22:26:54Z,281360,Pineapple Skies,Miguel,War & Leisure,spotify:track:19EnyPZhNPbRoCxAuv5pKD,Miguel:Pineapple Skies,19EnyPZhNPbRoCxAuv5pKD
2018-05-27T22:30:48Z,233706,Anointed,Miguel,War & Leisure,spotify:track:4hv7GT5g9qNnrxlocsOSYt,Miguel:Anointed,4hv7GT5g9qNnrxlocsOSYt
2018-05-27T22:33:34Z,164490,Criminal (feat. Rick Ross),Miguel,War & Leisure,spotify:track:18MC2XdOQYheFq5HAyK7rJ,Miguel:Criminal (feat. Rick Ross),18MC2XdOQYheFq5HAyK7rJ
2018-05-27T22:34:10Z,36292,Adorn,Miguel,Kaleidoscope Dream,spotify:track:25cUhiAod71TIQSNicOaW3,Miguel:Adorn,25cUhiAod71TIQSNicOaW3
2018-05-27T22:37:03Z,173104,Dark Red,Steve Lacy,Dark Red,spotify:track:37y7iDayfwm3WXn5BiAoRk,Steve Lacy:Dark Red,37y7iDayfwm3WXn5BiAoRk
2018-05-27T22:41:02Z,115217,DEATHCAMP (feat. Cole Alexander),"Tyler, The Creator",Cherry Bomb,spotify:track:1dXYBALYTj3AMxa8hgiQhA,"Tyler, The Creator:DEATHCAMP (feat. Cole Alexander)",1dXYBALYTj3AMxa8hgiQhA
2018-05-27T22:44:52Z,231253,Broken Clocks,SZA,Ctrl,spotify:track:2fXwCWkh6YG5zU1IyvQrbs,SZA:Broken Clocks,2fXwCWkh6YG5zU1IyvQrbs
2018-05-27T22:49:45Z,292600,Cool Kids (feat. Freddie Gibbs),$kinny,Late Night Blvd - EP,spotify:track:6wVf6OMLwualapMO3yQc03,$kinny:Cool Kids (feat. Freddie Gibbs),6wVf6OMLwualapMO3yQc03
2018-05-27T22:50:54Z,67301,Chill Bill (feat. J. Davi$ & Spooks),Rob $tone,Chill Bill (feat. J. Davi$ & Spooks),spotify:track:5uDASfU19gDxSjW8cnCaBp,Rob $tone:Chill Bill (feat. J. Davi$ & Spooks),5uDASfU19gDxSjW8cnCaBp
2018-05-27T22:53:21Z,147772,DonaldTrumpMakesMeWannaSmokeCrack,Ledinsky,High Society EP,spotify:track:0gfmYDvAZxOl6jXk1N9Fwy,Ledinsky:DonaldTrumpMakesMeWannaSmokeCrack,0gfmYDvAZxOl6jXk1N9Fwy
2018-05-28T00:05:16Z,63853,DFTF,Illa J,Yancey Boys,spotify:track:0Pvrgc89C88HqJ8QRuukKh,Illa J:DFTF,0Pvrgc89C88HqJ8QRuukKh
2018-05-28T00:09:50Z,274680,Criminal (feat. Rick Ross),Miguel,War & Leisure,spotify:track:18MC2XdOQYheFq5HAyK7rJ,Miguel:Criminal (feat. Rick Ross),18MC2XdOQYheFq5HAyK7rJ
2018-05-28T00:10:31Z,39170,Candles in the Sun - Spotify Sessions,Miguel,Spotify Sessions London,spotify:track:0sRfzTyzTRhz5nCJKz3BwK,Miguel:Candles in the Sun - Spotify Sessions,0sRfzTyzTRhz5nCJKz3BwK
2018-05-28T00:15:05Z,274680,Criminal (feat. Rick Ross),Miguel,War & Leisure,spotify:track:18MC2XdOQYheFq5HAyK7rJ,Miguel:Criminal (feat. Rick Ross),18MC2XdOQYheFq5HAyK7rJ
2018-05-28T00:17:22Z,40150,Remind Me to Forget,Kygo,Kids in Love,spotify:track:6xTU6B6nFwKKTSZ9ySXS80,Kygo:Remind Me to Forget,6xTU6B6nFwKKTSZ9ySXS80
2018-05-28T00:20:43Z,201626,Banana Clip,Miguel,War & Leisure,spotify:track:6xagjcywpcyNFghafZPQJv,Miguel:Banana Clip,6xagjcywpcyNFghafZPQJv
2018-05-28T00:24:12Z,209093,Wolf (feat. Quin),Miguel,War & Leisure,spotify:track:3SHJLQK4Nfgg7eYMvMElnF,Miguel:Wolf (feat. Quin),3SHJLQK4Nfgg7eYMvMElnF
2018-05-28T00:27:25Z,193493,Harem,Miguel,War & Leisure,spotify:track:7JU0nyGvKLawxIQ1LYhJgy,Miguel:Harem,7JU0nyGvKLawxIQ1LYhJgy
2018-05-28T00:30:36Z,190106,Told You So,Miguel,War & Leisure,spotify:track:736XrOvsUtOpuyLmPdjuG3,Miguel:Told You So,736XrOvsUtOpuyLmPdjuG3
2018-05-28T00:34:54Z,258173,City of Angels,Miguel,War & Leisure,spotify:track:6Lnn71AwH0uzSocADOF8ei,Miguel:City of Angels,6Lnn71AwH0uzSocADOF8ei
2018-05-28T00:38:27Z,212546,Caramelo Duro (feat. Kali Uchis),Miguel,War & Leisure,spotify:track:3LcjZGk0GBlPRe5XhYVGgM,Miguel:Caramelo Duro (feat. Kali Uchis),3LcjZGk0GBlPRe5XhYVGgM
2018-05-28T00:44:51Z,322000,Come Through and Chill (feat. J. Cole & Salaam Remi),Miguel,War & Leisure,spotify:track:1m8WpLYXEiNVZchsWEcCSy,Miguel:Come Through and Chill (feat. J. Cole & Salaam Remi),1m8WpLYXEiNVZchsWEcCSy
2018-05-28T00:47:19Z,146223,Anointed,Miguel,War & Leisure,spotify:track:4hv7GT5g9qNnrxlocsOSYt,Miguel:Anointed,4hv7GT5g9qNnrxlocsOSYt
2018-05-28T00:52:40Z,322000,Come Through and Chill (feat. J. Cole & Salaam Remi),Miguel,War & Leisure,spotify:track:1m8WpLYXEiNVZchsWEcCSy,Miguel:Come Through and Chill (feat. J. Cole & Salaam Remi),1m8WpLYXEiNVZchsWEcCSy
2018-05-28T00:56:33Z,232580,Anointed,Miguel,War & Leisure,spotify:track:4hv7GT5g9qNnrxlocsOSYt,Miguel:Anointed,4hv7GT5g9qNnrxlocsOSYt
2018-05-28T01:01:44Z,249640,Now,Miguel,War & Leisure,spotify:track:5XN9jwDlXAZ8j5nMcK7S1d,Miguel:Now,5XN9jwDlXAZ8j5nMcK7S1d
2018-05-28T01:02:54Z,68790,Intro - Live From Spotify House SXSW '16,Miguel,Spotify Sessions,spotify:track:2KZOqJqbqS7UmQ4uMjcA3U,Miguel:Intro - Live From Spotify House SXSW '16,2KZOqJqbqS7UmQ4uMjcA3U
2018-05-28T01:06:26Z,212641,The Thrill - Live From Spotify House SXSW '16,Miguel,Spotify Sessions,spotify:track:4qrA9DKDrYhElSEDkbdfRe,Miguel:The Thrill - Live From Spotify House SXSW '16,4qrA9DKDrYhElSEDkbdfRe
2018-05-28T01:08:03Z,95208,Simple Things - Live From Spotify House SXSW '16,Miguel,Spotify Sessions,spotify:track:5NZ4TbsG8ej164lEcuYT7h,Miguel:Simple Things - Live From Spotify House SXSW '16,5NZ4TbsG8ej164lEcuYT7h
2018-05-28T17:16:43Z,120000,Now,Miguel,War & Leisure,spotify:track:5XN9jwDlXAZ8j5nMcK7S1d,Miguel:Now,5XN9jwDlXAZ8j5nMcK7S1d
2018-05-29T01:41:30Z,210285,Chanel,Frank Ocean,Chanel,spotify:track:6Nle9hKrkL1wQpwNfEkxjh,Frank Ocean:Chanel,6Nle9hKrkL1wQpwNfEkxjh
2018-05-29T01:46:30Z,299890,sad for you,NJOMZA,sad for you,spotify:track:2OYoZ4u02sSAfPNxYr1oZB,NJOMZA:sad for you,2OYoZ4u02sSAfPNxYr1oZB
2018-05-29T01:49:41Z,189786,Often,Abhi//Dijon,Often,spotify:track:4RdBZE3BH44wZXoj2vmjez,Abhi//Dijon:Often,4RdBZE3BH44wZXoj2vmjez
2018-05-29T01:53:17Z,215708,Communication (feat. DRAM),Arin Ray,Platinum Fire,spotify:track:7iDFuSWvN0DTNy3gxUwsBn,Arin Ray:Communication (feat. DRAM),7iDFuSWvN0DTNy3gxUwsBn
2018-05-29T02:44:30Z,118937,MICHUUL.,Duckwrth,an XTRA UUGLY Mixtape,spotify:track:3iGNoYKIabGohB9A0C7dKU,Duckwrth:MICHUUL.,3iGNoYKIabGohB9A0C7dKU
2018-05-29T02:46:28Z,67158,MICHUUL.,Duckwrth,an XTRA UUGLY Mixtape,spotify:track:3iGNoYKIabGohB9A0C7dKU,Duckwrth:MICHUUL.,3iGNoYKIabGohB9A0C7dKU
2018-05-29T02:47:34Z,3358,Fool For You,Snoh Aalegra,FEELS,spotify:track:2TRnVXGSK4aBtfEOaB460m,Snoh Aalegra:Fool For You,2TRnVXGSK4aBtfEOaB460m
2018-05-29T02:52:55Z,322000,Come Through and Chill (feat. J. Cole & Salaam Remi),Miguel,War & Leisure,spotify:track:1m8WpLYXEiNVZchsWEcCSy,Miguel:Come Through and Chill (feat. J. Cole & Salaam Remi),1m8WpLYXEiNVZchsWEcCSy
2018-05-29T02:58:59Z,363240,"New Person, Same Old Mistakes",Tame Impala,Currents,spotify:track:52ojopYMUzeNcudsoz7O9D,"Tame Impala:New Person, Same Old Mistakes",52ojopYMUzeNcudsoz7O9D
2018-05-29T02:59:04Z,3624,High // Free,Billy Lemos,High // Free,spotify:track:7HzAT4KAvJi2rI9FcgzQNv,Billy Lemos:High // Free,7HzAT4KAvJi2rI9FcgzQNv
2018-05-29T03:01:52Z,169142,Hookie Hookie (Ft. Kidd Santhe) - Hookie Hookie (Ft. Kidd Santhe),Yosugi,"Friends, I Don't Have Many of Those",spotify:track:6zwqS4ZVOEKEDZPqVYAyP5,Yosugi:Hookie Hookie (Ft. Kidd Santhe) - Hookie Hookie (Ft. Kidd Santhe),6zwqS4ZVOEKEDZPqVYAyP5
2018-05-29T03:04:53Z,146906,Lemon - Edit,N.E.R.D,Lemon,spotify:track:2LKlHBPHxLG5ArAXfF148n,N.E.R.D:Lemon - Edit,2LKlHBPHxLG5ArAXfF148n
2018-05-29T03:08:25Z,211826,Needy Bees,Nick Hakim,Green Twins,spotify:track:5gN2YGb1DOT5etfqwP66I3,Nick Hakim:Needy Bees,5gN2YGb1DOT5etfqwP66I3
2018-05-29T03:08:30Z,3472,Monday to Monday,Roy Woods,Say Less,spotify:track:52ztI2AthLbmFHyGE3CzSl,Roy Woods:Monday to Monday,52ztI2AthLbmFHyGE3CzSl
2018-05-29T03:08:31Z,1555,Under The Influence,Snoh Aalegra,Don't Explain,spotify:track:6k50Hf17oBArXLLEv77xJ3,Snoh Aalegra:Under The Influence,6k50Hf17oBArXLLEv77xJ3
2018-05-29T03:11:47Z,196231,Only in the West,Yeek,Sebastian,spotify:track:4AGUH2VbL98tBZG3iOrvzg,Yeek:Only in the West,4AGUH2VbL98tBZG3iOrvzg
2018-05-29T03:11:58Z,9507,Hold Me Down,Billy Lemos,Hold Me Down,spotify:track:2Vemw90LxlyxLmFuECJkiX,Billy Lemos:Hold Me Down,2Vemw90LxlyxLmFuECJkiX
2018-05-29T03:11:59Z,1300,Blind Man,Xavier Omär,Blind Man,spotify:track:7kty80M5em0GzhtraLTwEJ,Xavier Omär:Blind Man,7kty80M5em0GzhtraLTwEJ
2018-05-29T03:14:38Z,158982,Mrs.,Bill $Aber,Mrs.,spotify:track:2IvOMqtxXCvb05mmVRqsf2,Bill $Aber:Mrs.,2IvOMqtxXCvb05mmVRqsf2
2018-05-29T03:16:45Z,126693,Can't Be // How U Feel,Billy Lemos,Self,spotify:track:2sa35Fu5jG7UBb82NVZWMm,Billy Lemos:Can't Be // How U Feel,2sa35Fu5jG7UBb82NVZWMm
2018-05-29T03:20:32Z,226296,B-Town,Roy Woods,Say Less,spotify:track:1rRygQj3K8cPKRHhq3CtsZ,Roy Woods:B-Town,1rRygQj3K8cPKRHhq3CtsZ
2018-05-29T03:22:26Z,113337,Before Friday,FRVRFRIDAY,Before Friday,spotify:track:09hLSVMTlWwyWaePnmnHmC,FRVRFRIDAY:Before Friday,09hLSVMTlWwyWaePnmnHmC
2018-05-29T03:26:33Z,247066,Can't Hide Love,"Earth, Wind & Fire",Greatest Hits,spotify:track:4IFh1uImEp02P7wQerkQ9y,"Earth, Wind & Fire:Can't Hide Love",4IFh1uImEp02P7wQerkQ9y
2018-05-29T03:31:39Z,305350,Dang! (feat. Anderson .Paak),Mac Miller,The Divine Feminine,spotify:track:5iUQMwxUPdJBFeGkePtM66,Mac Miller:Dang! (feat. Anderson .Paak),5iUQMwxUPdJBFeGkePtM66
2018-05-29T03:35:26Z,226720,I Would Like,Zara Larsson,So Good,spotify:track:4Q4jmPHwu0wrJvqrld0FQ6,Zara Larsson:I Would Like,4Q4jmPHwu0wrJvqrld0FQ6
2018-05-29T03:39:58Z,184167,Flamingos,Granata,Love Magnets,spotify:track:0sAtwVD52Qf7qMPluFmhR6,Granata:Flamingos,0sAtwVD52Qf7qMPluFmhR6
2018-05-29T03:43:59Z,240520,DTA,Casey Veggies,Sleeping in Class,spotify:track:6SfqAuzvIHbERSO5c613P0,Casey Veggies:DTA,6SfqAuzvIHbERSO5c613P0
2018-05-29T03:46:24Z,144032,Attached,anders,Attached,spotify:track:5ZJAkK5VcDWq3lrU5zTPY2,anders:Attached,5ZJAkK5VcDWq3lrU5zTPY2
2018-05-29T04:38:55Z,16965,Heart Don't Stand a Chance,Anderson .Paak,Malibu,spotify:track:25GlFJq5QNAXyVgJvCZ4Mf,Anderson .Paak:Heart Don't Stand a Chance,25GlFJq5QNAXyVgJvCZ4Mf
2018-05-31T23:13:36Z,2460,Sober Thoughts,GoldLink,Sober Thoughts,spotify:track:2eMB5uoWzRml3ofK9ZYlWR,GoldLink:Sober Thoughts,2eMB5uoWzRml3ofK9ZYlWR
2018-05-31T23:16:57Z,199578,Sober Thoughts,GoldLink,Sober Thoughts,spotify:track:2eMB5uoWzRml3ofK9ZYlWR,GoldLink:Sober Thoughts,2eMB5uoWzRml3ofK9ZYlWR
2018-05-31T23:20:10Z,130342,Spitshine,Smino,blkswn,spotify:track:3OQdQYHxBUN5YZDmbjc08z,Smino:Spitshine,3OQdQYHxBUN5YZDmbjc08z
2018-06-01T17:09:43Z,271984,GLOWED UP,KAYTRANADA,99.9%,spotify:track:33pDmPx2pkJ7JCAQpRDQ9B,KAYTRANADA:GLOWED UP,33pDmPx2pkJ7JCAQpRDQ9B
2018-06-04T01:50:22Z,174892,Heart Don't Stand a Chance,Anderson .Paak,Malibu,spotify:track:25GlFJq5QNAXyVgJvCZ4Mf,Anderson .Paak:Heart Don't Stand a Chance,25GlFJq5QNAXyVgJvCZ4Mf
2018-06-04T01:53:52Z,210861,Glow Like Dat,Rich Brian,Amen,spotify:track:7MXcmkmyxEYAJf04cbqKoI,Rich Brian:Glow Like Dat,7MXcmkmyxEYAJf04cbqKoI
2018-06-04T01:58:10Z,206840,LMFAO,Rejjie Snow,Dear Annie,spotify:track:1mAYtGGDlsOPSr1R69cXZK,Rejjie Snow:LMFAO,1mAYtGGDlsOPSr1R69cXZK
2018-06-04T02:00:22Z,130760,Hello,Rejjie Snow,Dear Annie,spotify:track:2AD0ecfuYfxYT6tbQ6Pz7Z,Rejjie Snow:Hello,2AD0ecfuYfxYT6tbQ6Pz7Z
2018-06-04T02:00:28Z,5217,Désolé,Rejjie Snow,Dear Annie,spotify:track:5r7gPrHIgHbVgfSmvZMfwn,Rejjie Snow:Désolé,5r7gPrHIgHbVgfSmvZMfwn
2018-06-04T02:11:55Z,302000,Bloom,bLAck pARty,Mango,spotify:track:05xA64s3UzOOmAnh9SIIjn,bLAck pARty:Bloom,05xA64s3UzOOmAnh9SIIjn
2018-06-04T02:15:36Z,220693,Charlie Brown,Rejjie Snow,Dear Annie,spotify:track:78kzZTOp1jE9OBvTQ4O7A8,Rejjie Snow:Charlie Brown,78kzZTOp1jE9OBvTQ4O7A8
2018-06-04T02:18:23Z,166605,SAD!,XXXTENTACION,?,spotify:track:3ee8Jmje8o58CHK66QrVC2,XXXTENTACION:SAD!,3ee8Jmje8o58CHK66QrVC2
2018-06-04T02:22:11Z,226866,Mon Amour,Rejjie Snow,Dear Annie,spotify:track:5gCkGuWNZYmMbkYti4MCCP,Rejjie Snow:Mon Amour,5gCkGuWNZYmMbkYti4MCCP
2018-06-04T02:26:28Z,256613,Egyptian Luvr (feat. Aminé and Dana Williams),Rejjie Snow,Dear Annie,spotify:track:6t8GevE5R0ciW06AujEXXr,Rejjie Snow:Egyptian Luvr (feat. Aminé and Dana Williams),6t8GevE5R0ciW06AujEXXr
2018-06-04T02:31:50Z,320720,Boredom (feat. Rex Orange County & Anna of the North),"Tyler, The Creator",Flower Boy,spotify:track:5WNYg3usc6H8N3MBEp4zVk,"Tyler, The Creator:Boredom (feat. Rex Orange County & Anna of the North)",5WNYg3usc6H8N3MBEp4zVk
2018-06-04T02:37:45Z,262473,Fallen,Jaden,SYRE,spotify:track:2IDMCaW8K2nrFOoR5UANUo,Jaden:Fallen,2IDMCaW8K2nrFOoR5UANUo
2018-06-04T12:34:58Z,108677,"Palace/Curse (feat. Tyler, The Creator & Steve Lacy)",The Internet,Ego Death,spotify:track:300DUx4tdtCdGEUXR032jA,"The Internet:Palace/Curse (feat. Tyler, The Creator & Steve Lacy)",300DUx4tdtCdGEUXR032jA
2018-06-04T12:35:58Z,12538,"Palace/Curse (feat. Tyler, The Creator & Steve Lacy)",The Internet,Ego Death,spotify:track:300DUx4tdtCdGEUXR032jA,"The Internet:Palace/Curse (feat. Tyler, The Creator & Steve Lacy)",300DUx4tdtCdGEUXR032jA
2018-06-04T12:39:12Z,194336,Empty,Kevin Abstract,American Boyfriend: A Suburban Love Story,spotify:track:6gSw5vz7dcafda23VqMrnl,Kevin Abstract:Empty,6gSw5vz7dcafda23VqMrnl
2018-06-04T12:43:34Z,261000,GUMMY,BROCKHAMPTON,SATURATION II,spotify:track:42tBlHWL3VfDkUM2iWcc5p,BROCKHAMPTON:GUMMY,42tBlHWL3VfDkUM2iWcc5p
2018-06-04T12:48:07Z,273151,BLEACH,BROCKHAMPTON,SATURATION III,spotify:track:0dWOFwdXrbBUYqD9DLsoyK,BROCKHAMPTON:BLEACH,0dWOFwdXrbBUYqD9DLsoyK
2018-06-04T12:49:04Z,6240,Heart Don't Stand a Chance,Anderson .Paak,Malibu,spotify:track:25GlFJq5QNAXyVgJvCZ4Mf,Anderson .Paak:Heart Don't Stand a Chance,25GlFJq5QNAXyVgJvCZ4Mf
2018-06-04T12:56:36Z,453305,SAD!,XXXTENTACION,?,spotify:track:3ee8Jmje8o58CHK66QrVC2,XXXTENTACION:SAD!,3ee8Jmje8o58CHK66QrVC2
2018-06-04T12:58:21Z,102914,Hookie Hookie (Ft. Kidd Santhe) - Hookie Hookie (Ft. Kidd Santhe),Yosugi,"Friends, I Don't Have Many of Those",spotify:track:6zwqS4ZVOEKEDZPqVYAyP5,Yosugi:Hookie Hookie (Ft. Kidd Santhe) - Hookie Hookie (Ft. Kidd Santhe),6zwqS4ZVOEKEDZPqVYAyP5
2018-06-04T13:01:56Z,215708,Communication (feat. DRAM),Arin Ray,Platinum Fire,spotify:track:7iDFuSWvN0DTNy3gxUwsBn,Arin Ray:Communication (feat. DRAM),7iDFuSWvN0DTNy3gxUwsBn
2018-06-04T13:07:49Z,0,Hookie Hookie (Ft. Kidd Santhe) - Hookie Hookie (Ft. Kidd Santhe),Yosugi,"Friends, I Don't Have Many of Those",spotify:track:6zwqS4ZVOEKEDZPqVYAyP5,Yosugi:Hookie Hookie (Ft. Kidd Santhe) - Hookie Hookie (Ft. Kidd Santhe),6zwqS4ZVOEKEDZPqVYAyP5
2018-06-04T13:08:55Z,4400,Crack Rock,Frank Ocean,channel ORANGE,spotify:track:5lcyIeEfwZTs8Ajw3kdF7P,Frank Ocean:Crack Rock,5lcyIeEfwZTs8Ajw3kdF7P
2018-06-04T13:08:56Z,288820,Come Through and Chill (feat. J. Cole & Salaam Remi),Miguel,War & Leisure,spotify:track:1m8WpLYXEiNVZchsWEcCSy,Miguel:Come Through and Chill (feat. J. Cole & Salaam Remi),1m8WpLYXEiNVZchsWEcCSy
2018-06-04T13:12:34Z,218671,Crack Rock,Frank Ocean,channel ORANGE,spotify:track:5lcyIeEfwZTs8Ajw3kdF7P,Frank Ocean:Crack Rock,5lcyIeEfwZTs8Ajw3kdF7P
2018-06-04T13:16:44Z,249640,Now,Miguel,War & Leisure,spotify:track:5XN9jwDlXAZ8j5nMcK7S1d,Miguel:Now,5XN9jwDlXAZ8j5nMcK7S1d
2018-06-04T13:20:06Z,201626,Banana Clip,Miguel,War & Leisure,spotify:track:6xagjcywpcyNFghafZPQJv,Miguel:Banana Clip,6xagjcywpcyNFghafZPQJv
2018-06-04T13:24:19Z,238480,Apricot Princess,Rex Orange County,Apricot Princess,spotify:track:28GbaBYFpYi1J61fXnGSfd,Rex Orange County:Apricot Princess,28GbaBYFpYi1J61fXnGSfd
2018-06-04T13:27:36Z,196231,Only in the West,Yeek,Sebastian,spotify:track:4AGUH2VbL98tBZG3iOrvzg,Yeek:Only in the West,4AGUH2VbL98tBZG3iOrvzg
2018-06-04T13:29:43Z,127272,Ugotme,Omar Apollo,Stereo,spotify:track:2NCBjlH7FHEG7hXcnvUaWA,Omar Apollo:Ugotme,2NCBjlH7FHEG7hXcnvUaWA
2018-06-04T13:33:15Z,210861,Glow Like Dat,Rich Brian,Amen,spotify:track:7MXcmkmyxEYAJf04cbqKoI,Rich Brian:Glow Like Dat,7MXcmkmyxEYAJf04cbqKoI
2018-06-04T13:38:36Z,320783,,,,,,
2018-06-04T13:43:03Z,266080,Doves In The Wind (feat. Kendrick Lamar),SZA,Ctrl,spotify:track:593W4qZOwwdqF6YnimJjL6,SZA:Doves In The Wind (feat. Kendrick Lamar),593W4qZOwwdqF6YnimJjL6
2018-06-04T13:47:14Z,220693,Charlie Brown,Rejjie Snow,Dear Annie,spotify:track:78kzZTOp1jE9OBvTQ4O7A8,Rejjie Snow:Charlie Brown,78kzZTOp1jE9OBvTQ4O7A8
2018-06-04T13:50:41Z,206840,LMFAO,Rejjie Snow,Dear Annie,spotify:track:1mAYtGGDlsOPSr1R69cXZK,Rejjie Snow:LMFAO,1mAYtGGDlsOPSr1R69cXZK
2018-06-04T13:52:52Z,130760,Hello,Rejjie Snow,Dear Annie,spotify:track:2AD0ecfuYfxYT6tbQ6Pz7Z,Rejjie Snow:Hello,2AD0ecfuYfxYT6tbQ6Pz7Z
2018-06-04T13:56:47Z,233986,Désolé,Rejjie Snow,Dear Annie,spotify:track:5r7gPrHIgHbVgfSmvZMfwn,Rejjie Snow:Désolé,5r7gPrHIgHbVgfSmvZMfwn
2018-06-04T14:00:35Z,226866,Mon Amour,Rejjie Snow,Dear Annie,spotify:track:5gCkGuWNZYmMbkYti4MCCP,Rejjie Snow:Mon Amour,5gCkGuWNZYmMbkYti4MCCP
2018-06-04T14:03:49Z,100678,Flamingos,Granata,Love Magnets,spotify:track:0sAtwVD52Qf7qMPluFmhR6,Granata:Flamingos,0sAtwVD52Qf7qMPluFmhR6
2018-06-04T14:03:52Z,1200,"Palace/Curse (feat. Tyler, The Creator & Steve Lacy)",The Internet,Ego Death,spotify:track:300DUx4tdtCdGEUXR032jA,"The Internet:Palace/Curse (feat. Tyler, The Creator & Steve Lacy)",300DUx4tdtCdGEUXR032jA
2018-06-04T14:41:28Z,231317,,,,,,
2018-06-04T14:46:34Z,305350,Dang! (feat. Anderson .Paak),Mac Miller,The Divine Feminine,spotify:track:5iUQMwxUPdJBFeGkePtM66,Mac Miller:Dang! (feat. Anderson .Paak),5iUQMwxUPdJBFeGkePtM66
2018-06-04T14:49:28Z,173104,Dark Red,Steve Lacy,Dark Red,spotify:track:37y7iDayfwm3WXn5BiAoRk,Steve Lacy:Dark Red,37y7iDayfwm3WXn5BiAoRk
2018-06-04T14:52:58Z,210285,Chanel,Frank Ocean,Chanel,spotify:track:6Nle9hKrkL1wQpwNfEkxjh,Frank Ocean:Chanel,6Nle9hKrkL1wQpwNfEkxjh
2018-06-04T14:57:32Z,273151,BLEACH,BROCKHAMPTON,SATURATION III,spotify:track:0dWOFwdXrbBUYqD9DLsoyK,BROCKHAMPTON:BLEACH,0dWOFwdXrbBUYqD9DLsoyK
2018-06-04T15:02:26Z,261000,GUMMY,BROCKHAMPTON,SATURATION II,spotify:track:42tBlHWL3VfDkUM2iWcc5p,BROCKHAMPTON:GUMMY,42tBlHWL3VfDkUM2iWcc5p
2018-06-04T15:02:32Z,6191,,,,,,
2018-06-04T16:11:52Z,2902,Banana Clip,Miguel,War & Leisure,spotify:track:6xagjcywpcyNFghafZPQJv,Miguel:Banana Clip,6xagjcywpcyNFghafZPQJv
2018-06-04T16:11:53Z,1300,Doves In The Wind (feat. Kendrick Lamar),SZA,Ctrl,spotify:track:593W4qZOwwdqF6YnimJjL6,SZA:Doves In The Wind (feat. Kendrick Lamar),593W4qZOwwdqF6YnimJjL6
2018-06-04T19:30:14Z,179379,Empty,Kevin Abstract,American Boyfriend: A Suburban Love Story,spotify:track:6gSw5vz7dcafda23VqMrnl,Kevin Abstract:Empty,6gSw5vz7dcafda23VqMrnl
2018-06-04T22:59:22Z,69195,"Psycho, Pt. 2",Russ,"Psycho, Pt. 2",spotify:track:26OhjtaTamFocE08t83ml6,"Russ:Psycho, Pt. 2",26OhjtaTamFocE08t83ml6
2018-06-04T23:59:21Z,322000,Come Through and Chill (feat. J. Cole & Salaam Remi),Miguel,War & Leisure,spotify:track:1m8WpLYXEiNVZchsWEcCSy,Miguel:Come Through and Chill (feat. J. Cole & Salaam Remi),1m8WpLYXEiNVZchsWEcCSy
2018-06-05T00:00:03Z,40543,SAD!,XXXTENTACION,?,spotify:track:3ee8Jmje8o58CHK66QrVC2,XXXTENTACION:SAD!,3ee8Jmje8o58CHK66QrVC2
2018-06-05T00:29:40Z,181906,Move Your Feet,Junior Senior,d-d-don't don't stop the beat,spotify:track:4jacsL77ZYnpInmTtUBaJW,Junior Senior:Move Your Feet,4jacsL77ZYnpInmTtUBaJW
2018-06-05T00:30:01Z,20133,Move Your Feet / D.A.N.C.E. / It's A Sunshine Day,Anna Kendrick,TROLLS (Original Motion Picture Soundtrack),spotify:track:6d3edMXJpns1A0zGKkmlGw,Anna Kendrick:Move Your Feet / D.A.N.C.E. / It's A Sunshine Day,6d3edMXJpns1A0zGKkmlGw
2018-06-05T00:30:05Z,3310,Move Your Body - Alan Walker Remix,Sia,This Is Acting (Deluxe Version),spotify:track:6LUOMjoORvAkdhBYvESO46,Sia:Move Your Body - Alan Walker Remix,6LUOMjoORvAkdhBYvESO46
2018-06-05T00:48:55Z,466383,Move Your Feet,Junior Senior,d-d-don't don't stop the beat,spotify:track:4jacsL77ZYnpInmTtUBaJW,Junior Senior:Move Your Feet,4jacsL77ZYnpInmTtUBaJW
2018-06-05T00:59:00Z,170866,Move Your Feet,Junior Senior,d-d-don't don't stop the beat,spotify:track:4jacsL77ZYnpInmTtUBaJW,Junior Senior:Move Your Feet,4jacsL77ZYnpInmTtUBaJW
