ts,ms_played,track,artist,album,uri,UniqueID,track_uri
2017-12-07T01:39:30Z,9450,Last Christmas,Wham!,LAST CHRISTMAS,spotify:track:2FRnf9qhLbvw8fu4IBXx78,Wham!:Last Christmas,2FRnf9qhLbvw8fu4IBXx78
2017-12-07T01:40:19Z,48610,Sky Walker (feat. Travis Scott),Miguel,War & Leisure,spotify:track:5WoaF1B5XIEnWfmb5NZikf,Miguel:Sky Walker (feat. Travis Scott),5WoaF1B5XIEnWfmb5NZikf
2017-12-07T01:40:22Z,2240,BUTTERFLY EFFECT,Travis Scott,BUTTERFLY EFFECT,spotify:track:1yxgsra98r3qAtxqiGZPiX,Travis Scott:BUTTERFLY EFFECT,1yxgsra98r3qAtxqiGZPiX
2017-12-07T01:40:25Z,3230,goosebumps,Travis Scott,Birds In The Trap Sing McKnight,spotify:track:6gBFPUFcJLzWGx4lenP6h2,Travis Scott:goosebumps,6gBFPUFcJLzWGx4lenP6h2
2017-12-07T01:40:38Z,12929,Sky Walker (feat. Travis Scott),Miguel,War & Leisure,spotify:track:5WoaF1B5XIEnWfmb5NZikf,Miguel:Sky Walker (feat. Travis Scott),5WoaF1B5XIEnWfmb5NZikf
2017-12-07T01:43:39Z,181279,Bad At Love,Halsey,hopeless fountain kingdom,spotify:track:7y9iMe8SOB6z3NoHE2OfXl,Halsey:Bad At Love,7y9iMe8SOB6z3NoHE2OfXl
2017-12-07T01:45:23Z,23730,,,,,,
2017-12-07T01:48:00Z,155130,Sky Walker (feat. Travis Scott),Miguel,War & Leisure,spotify:track:5WoaF1B5XIEnWfmb5NZikf,Miguel:Sky Walker (feat. Travis Scott),5WoaF1B5XIEnWfmb5NZikf
2017-12-07T01:51:04Z,183900,It's Everyday Bro (Remix) (feat. Gucci Mane),Jake Paul,It's Everyday Bro (Remix) [feat. Gucci Mane],spotify:track:7LgubPBKvOGjrBEsQDVYt8,Jake Paul:It's Everyday Bro (Remix) (feat. Gucci Mane),7LgubPBKvOGjrBEsQDVYt8
2017-12-07T01:51:54Z,49560,,,,,,
2017-12-07T01:52:19Z,24360,Lemon - Edit,N.E.R.D,Lemon,spotify:track:2LKlHBPHxLG5ArAXfF148n,N.E.R.D:Lemon - Edit,2LKlHBPHxLG5ArAXfF148n
2017-12-07T01:52:23Z,3800,Stay,Rihanna,Unapologetic,spotify:track:4zzzZ1UNfr75ASG1lUE9L1,Rihanna:Stay,4zzzZ1UNfr75ASG1lUE9L1
2017-12-07T01:53:38Z,74750,Lemon,N.E.R.D,Lemon,spotify:track:6tUgfsOa8PLkoede5nOR7D,N.E.R.D:Lemon,6tUgfsOa8PLkoede5nOR7D
2017-12-07T01:54:44Z,65820,Lemon - Edit,N.E.R.D,Lemon,spotify:track:2LKlHBPHxLG5ArAXfF148n,N.E.R.D:Lemon - Edit,2LKlHBPHxLG5ArAXfF148n
2017-12-07T01:55:02Z,17590,Birthday Cake,Rihanna,Talk That Talk,spotify:track:4EfN6bixdOOgoLYR5C4cWo,Rihanna:Birthday Cake,4EfN6bixdOOgoLYR5C4cWo
2017-12-07T01:55:29Z,26310,Talk That Talk,Rihanna,Talk That Talk,spotify:track:57mKcbEq7nMqtJ4gqJvWcp,Rihanna:Talk That Talk,57mKcbEq7nMqtJ4gqJvWcp
2017-12-07T01:56:01Z,31950,Drunk On Love,Rihanna,Talk That Talk,spotify:track:5A0Swrynpx7ALauNv08nBe,Rihanna:Drunk On Love,5A0Swrynpx7ALauNv08nBe
2017-12-07T01:56:04Z,2800,We Found Love,Rihanna,Talk That Talk,spotify:track:0U10zFw4GlBacOy9VDGfGL,Rihanna:We Found Love,0U10zFw4GlBacOy9VDGfGL
2017-12-07T01:58:06Z,120567,Where Have You Been,Rihanna,Talk That Talk,spotify:track:3tyPOhuVnt5zd5kGfxbCyL,Rihanna:Where Have You Been,3tyPOhuVnt5zd5kGfxbCyL
2017-12-07T01:58:12Z,6070,Disturbia,Rihanna,Good Girl Gone Bad: Reloaded,spotify:track:2VOomzT6VavJOGBeySqaMc,Rihanna:Disturbia,2VOomzT6VavJOGBeySqaMc
2017-12-07T01:59:07Z,54950,"Sledgehammer - From The Motion Picture ""Star Trek Beyond""",Rihanna,Sledgehammer,spotify:track:3EdsfpdAlaQBMO0LgNOEhn,"Rihanna:Sledgehammer - From The Motion Picture ""Star Trek Beyond""",3EdsfpdAlaQBMO0LgNOEhn
2017-12-07T01:59:17Z,9540,We Ride,Rihanna,A Girl Like Me,spotify:track:0EIsxWGPSte4cAHZw5aXr4,Rihanna:We Ride,0EIsxWGPSte4cAHZw5aXr4
2017-12-07T01:59:29Z,11370,Don't Stop The Music,Rihanna,Good Girl Gone Bad: Reloaded,spotify:track:0ByMNEPAPpOR5H69DVrTNy,Rihanna:Don't Stop The Music,0ByMNEPAPpOR5H69DVrTNy
2017-12-07T02:00:17Z,47220,Umbrella,Rihanna,Good Girl Gone Bad: Reloaded,spotify:track:49FYlytm3dAAraYgpoJZux,Rihanna:Umbrella,49FYlytm3dAAraYgpoJZux
2017-12-07T02:00:26Z,9390,Russian Roulette,Rihanna,Rated R,spotify:track:3rMsX63C0IZVnOT5LGYoTH,Rihanna:Russian Roulette,3rMsX63C0IZVnOT5LGYoTH
2017-12-07T02:00:43Z,16530,This Is What You Came For,Calvin Harris,This Is What You Came For,spotify:track:0azC730Exh71aQlOt9Zj3y,Calvin Harris:This Is What You Came For,0azC730Exh71aQlOt9Zj3y
2017-12-07T02:03:29Z,165340,Slide (feat. Frank Ocean & Migos),Calvin Harris,Funk Wav Bounces Vol.1,spotify:track:7tr2za8SQg2CI8EDgrdtNl,Calvin Harris:Slide (feat. Frank Ocean & Migos),7tr2za8SQg2CI8EDgrdtNl
2017-12-07T02:03:53Z,23620,Skrt On Me (feat. Nicki Minaj),Calvin Harris,Funk Wav Bounces Vol.1,spotify:track:7iDxZ5Cd0Yg08d4fI5WVtG,Calvin Harris:Skrt On Me (feat. Nicki Minaj),7iDxZ5Cd0Yg08d4fI5WVtG
2017-12-07T02:05:52Z,119260,"Cash Out (feat. ScHoolboy Q, PARTYNEXTDOOR & D.R.A.M.)",Calvin Harris,Funk Wav Bounces Vol.1,spotify:track:0Ws8D3EWUDgY962Xftb0h5,"Calvin Harris:Cash Out (feat. ScHoolboy Q, PARTYNEXTDOOR & D.R.A.M.)",0Ws8D3EWUDgY962Xftb0h5
2017-12-07T02:06:32Z,39100,"Heatstroke (feat. Young Thug, Pharrell Williams & Ariana Grande)",Calvin Harris,Funk Wav Bounces Vol.1,spotify:track:60APt5N2NRaKWf5xzJdzyC,"Calvin Harris:Heatstroke (feat. Young Thug, Pharrell Williams & Ariana Grande)",60APt5N2NRaKWf5xzJdzyC
2017-12-07T02:06:45Z,12290,Norf Norf,Vince Staples,Summertime '06,spotify:track:4uQ7wYsuL0DryknoDc11Hk,Vince Staples:Norf Norf,4uQ7wYsuL0DryknoDc11Hk
2017-12-07T02:07:06Z,21480,"Middle of Things, Beautiful Wife (feat. Xavier Omär))",Sango,North,spotify:track:1OjmLuc3Kf34WcEAasCjsO,"Sango:Middle of Things, Beautiful Wife (feat. Xavier Omär))",1OjmLuc3Kf34WcEAasCjsO
2017-12-07T02:07:46Z,40020,,,,,,
2017-12-07T02:08:15Z,28680,Somthing's Missing,The Internet,Ego Death,spotify:track:0fScVCIlDvKJYB550Fp8rM,The Internet:Somthing's Missing,0fScVCIlDvKJYB550Fp8rM
2017-12-07T02:08:34Z,17785,Slide (feat. Frank Ocean & Migos),Calvin Harris,Slide (feat. Frank Ocean & Migos),spotify:track:6gpcs5eMhJwax4mIfKDYQk,Calvin Harris:Slide (feat. Frank Ocean & Migos),6gpcs5eMhJwax4mIfKDYQk
2017-12-07T02:08:39Z,4910,Bonfire,Felix Jaehn,Bonfire,spotify:track:2prC6PPOZIPBsCD3dQb3lm,Felix Jaehn:Bonfire,2prC6PPOZIPBsCD3dQb3lm
2017-12-07T02:08:47Z,7530,Perfect Strangers,Jonas Blue,Perfect Strangers,spotify:track:1Te8WIfLudxjHTr66BL0JK,Jonas Blue:Perfect Strangers,1Te8WIfLudxjHTr66BL0JK
2017-12-07T02:09:00Z,12800,Millionaire (feat. Nelly),Cash Cash,"Blood, Sweat & 3 Years",spotify:track:3UDXkdQquqCEAJdNAsA1wO,Cash Cash:Millionaire (feat. Nelly),3UDXkdQquqCEAJdNAsA1wO
2017-12-07T02:09:20Z,20070,Kissing Strangers,DNCE,Kissing Strangers,spotify:track:1NkwZ9TnIs8js6G0M6M7RU,DNCE:Kissing Strangers,1NkwZ9TnIs8js6G0M6M7RU
2017-12-07T02:09:36Z,15900,Brave Enough,A R I Z O N A,GALLERY,spotify:track:2PaNQL6MhyTLquEuvdNKbo,A R I Z O N A:Brave Enough,2PaNQL6MhyTLquEuvdNKbo
2017-12-07T02:09:46Z,9190,Your Song,Rita Ora,Your Song,spotify:track:4c2W3VKsOFoIg2SFaO6DY5,Rita Ora:Your Song,4c2W3VKsOFoIg2SFaO6DY5
2017-12-07T02:12:27Z,160740,What About The Love,Sam Feldt,What About The Love,spotify:track:2FfyiTnl5OPa1hYdCWZGdG,Sam Feldt:What About The Love,2FfyiTnl5OPa1hYdCWZGdG
2017-12-07T02:13:12Z,44080,Boss,Lil Pump,Boss,spotify:track:4CHp6dRZTeFAu4bSOxfH7Y,Lil Pump:Boss,4CHp6dRZTeFAu4bSOxfH7Y
2017-12-07T02:13:56Z,44010,wonderful,Travis Scott,Birds In The Trap Sing McKnight,spotify:track:1cZlBZwnwGPtYeRIeQcoFh,Travis Scott:wonderful,1cZlBZwnwGPtYeRIeQcoFh
2017-12-07T02:14:39Z,41990,Moves,Big Sean,I Decided.,spotify:track:0Fv5N0cHBsl4bzCbollCAS,Big Sean:Moves,0Fv5N0cHBsl4bzCbollCAS
2017-12-07T02:17:16Z,157160,Lick (feat. Offset),Cardi B,Gangsta Bitch Music Vol. 2,spotify:track:5XdHz3HfGGOsvdhe06oxts,Cardi B:Lick (feat. Offset),5XdHz3HfGGOsvdhe06oxts
2017-12-07T02:18:18Z,61600,4 AM,2 Chainz,Pretty Girls Like Trap Music,spotify:track:1nX9KhK3Fff27SnrIor2Yb,2 Chainz:4 AM,1nX9KhK3Fff27SnrIor2Yb
2017-12-07T02:21:25Z,186250,Krippy Kush (feat. 21 Savage & Rvssian) - Remix,Farruko,Krippy Kush (feat. 21 Savage & Rvssian),spotify:track:038kavjqUaGIYZL5lYocvX,Farruko:Krippy Kush (feat. 21 Savage & Rvssian) - Remix,038kavjqUaGIYZL5lYocvX
2017-12-07T02:24:54Z,209470,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,Swalla (feat. Nicki Minaj & Ty Dolla $ign),spotify:track:6kex4EBAj0WHXDKZMEJaaF,Jason Derulo:Swalla (feat. Nicki Minaj & Ty Dolla $ign),6kex4EBAj0WHXDKZMEJaaF
2017-12-07T02:24:59Z,4250,TiK ToK,Kesha,Animal,spotify:track:5OMwQFBcte0aWFJFqrr5oj,Kesha:TiK ToK,5OMwQFBcte0aWFJFqrr5oj
2017-12-07T02:28:48Z,230266,Praying,Kesha,Rainbow,spotify:track:0jdny0dhgjUwoIp5GkqEaA,Kesha:Praying,0jdny0dhgjUwoIp5GkqEaA
2017-12-07T02:33:42Z,211920,Die Young,Kesha,Warrior (Deluxe Version),spotify:track:6mnjcTmK8TewHfyOp3fC9C,Kesha:Die Young,6mnjcTmK8TewHfyOp3fC9C
2017-12-07T02:37:20Z,217546,Learn To Let Go,Kesha,Rainbow,spotify:track:1g1TeDflB6atAy7HKwrzXu,Kesha:Learn To Let Go,1g1TeDflB6atAy7HKwrzXu
2017-12-07T02:40:40Z,199693,TiK ToK,Kesha,Animal,spotify:track:5OMwQFBcte0aWFJFqrr5oj,Kesha:TiK ToK,5OMwQFBcte0aWFJFqrr5oj
2017-12-07T02:44:19Z,218640,Rainbow,Kesha,Rainbow,spotify:track:2Tuc96S4JToUiQSLW3aMec,Kesha:Rainbow,2Tuc96S4JToUiQSLW3aMec
2017-12-07T02:48:55Z,196360,Woman (feat. The Dap-Kings Horns),Kesha,Rainbow,spotify:track:1kJtfldK9F7XmsSiSNlbth,Kesha:Woman (feat. The Dap-Kings Horns),1kJtfldK9F7XmsSiSNlbth
2017-12-07T02:52:21Z,205600,Hymn,Kesha,Rainbow,spotify:track:1JuChOEPH0Rceq573FGQSK,Kesha:Hymn,1JuChOEPH0Rceq573FGQSK
2017-12-07T02:55:59Z,217304,Learn To Let Go - Michael Brun Remix,Kesha,Learn To Let Go (The Remixes),spotify:track:40IQjeKDkBcO221OxHYUZO,Kesha:Learn To Let Go - Michael Brun Remix,40IQjeKDkBcO221OxHYUZO
2017-12-07T02:59:24Z,204760,We R Who We R,Kesha,Cannibal,spotify:track:0Ji2g9AlYLVHAMG5PJoHPU,Kesha:We R Who We R,0Ji2g9AlYLVHAMG5PJoHPU
2017-12-07T03:03:34Z,183920,Boots,Kesha,Rainbow,spotify:track:2buPg3KvHsc4TzMEHkeVYn,Kesha:Boots,2buPg3KvHsc4TzMEHkeVYn
2017-12-07T03:07:26Z,231360,Bastards,Kesha,Rainbow,spotify:track:318EGw5ZZB8U5MdMWQwxZQ,Kesha:Bastards,318EGw5ZZB8U5MdMWQwxZQ
2017-12-07T03:10:31Z,185813,Let 'Em Talk (feat. Eagles of Death Metal),Kesha,Rainbow,spotify:track:1nxufatvWIGPPBtPACXzu8,Kesha:Let 'Em Talk (feat. Eagles of Death Metal),1nxufatvWIGPPBtPACXzu8
2017-12-07T03:13:48Z,196360,Woman (feat. The Dap-Kings Horns),Kesha,Rainbow,spotify:track:1kJtfldK9F7XmsSiSNlbth,Kesha:Woman (feat. The Dap-Kings Horns),1kJtfldK9F7XmsSiSNlbth
2017-12-07T03:17:13Z,204457,Hymn,Kesha,Rainbow,spotify:track:1JuChOEPH0Rceq573FGQSK,Kesha:Hymn,1JuChOEPH0Rceq573FGQSK
2017-12-07T03:22:26Z,230266,Praying,Kesha,Rainbow,spotify:track:0jdny0dhgjUwoIp5GkqEaA,Kesha:Praying,0jdny0dhgjUwoIp5GkqEaA
2017-12-07T03:26:03Z,217546,Learn To Let Go,Kesha,Rainbow,spotify:track:1g1TeDflB6atAy7HKwrzXu,Kesha:Learn To Let Go,1g1TeDflB6atAy7HKwrzXu
2017-12-07T03:28:56Z,172773,Finding You,Kesha,Rainbow,spotify:track:1Himp3M7IH46qw2yBN1Fxy,Kesha:Finding You,1Himp3M7IH46qw2yBN1Fxy
2017-12-07T03:32:34Z,217491,Rainbow,Kesha,Rainbow,spotify:track:2Tuc96S4JToUiQSLW3aMec,Kesha:Rainbow,2Tuc96S4JToUiQSLW3aMec
2017-12-07T03:37:26Z,197893,Hunt You Down,Kesha,Rainbow,spotify:track:5HJ2psjlq5wyxtUA43Ylgy,Kesha:Hunt You Down,5HJ2psjlq5wyxtUA43Ylgy
2017-12-07T03:40:20Z,173933,Boogie Feet (feat. Eagles of Death Metal),Kesha,Rainbow,spotify:track:2ZKvBNoOjYzbB00EwutMgQ,Kesha:Boogie Feet (feat. Eagles of Death Metal),2ZKvBNoOjYzbB00EwutMgQ
2017-12-07T03:43:24Z,183920,Boots,Kesha,Rainbow,spotify:track:2buPg3KvHsc4TzMEHkeVYn,Kesha:Boots,2buPg3KvHsc4TzMEHkeVYn
2017-12-07T03:47:50Z,265244,Old Flames (Can't Hold A Candle To You) (feat. Dolly Parton),Kesha,Rainbow,spotify:track:6qBjkG0b9r7tuVDFl68uiT,Kesha:Old Flames (Can't Hold A Candle To You) (feat. Dolly Parton),6qBjkG0b9r7tuVDFl68uiT
2017-12-07T03:51:14Z,128573,Godzilla,Kesha,Rainbow,spotify:track:1UY1Pm2VAZCDYu3U1gk3GR,Kesha:Godzilla,1UY1Pm2VAZCDYu3U1gk3GR
2017-12-07T03:56:29Z,315186,Spaceship,Kesha,Rainbow,spotify:track:3BQSU5ZuBfpJsTxYyCK9QJ,Kesha:Spaceship,3BQSU5ZuBfpJsTxYyCK9QJ
2017-12-07T04:00:30Z,240346,Warrior,Kesha,Warrior (Deluxe Version),spotify:track:0EX9OHeYY10o6QWPa1nuAQ,Kesha:Warrior,0EX9OHeYY10o6QWPa1nuAQ
2017-12-07T20:42:46Z,5737,Worst Behavior,Drake,Nothing Was The Same,spotify:track:24Vi19qR3QeWxZpNnmZqjB,Drake:Worst Behavior,24Vi19qR3QeWxZpNnmZqjB
2017-12-07T20:45:12Z,146906,Lemon - Edit,N.E.R.D,Lemon,spotify:track:2LKlHBPHxLG5ArAXfF148n,N.E.R.D:Lemon - Edit,2LKlHBPHxLG5ArAXfF148n
2017-12-07T20:49:32Z,259333,Sky Walker (feat. Travis Scott),Miguel,War & Leisure,spotify:track:5WoaF1B5XIEnWfmb5NZikf,Miguel:Sky Walker (feat. Travis Scott),5WoaF1B5XIEnWfmb5NZikf
2017-12-07T20:53:09Z,216896,Havana (feat. Young Thug),Camila Cabello,Havana (feat. Young Thug),spotify:track:0ofbQMrRDsUaVKq2mGLEAb,Camila Cabello:Havana (feat. Young Thug),0ofbQMrRDsUaVKq2mGLEAb
2017-12-07T20:58:18Z,307660,MotorSport,Migos,MotorSport,spotify:track:1YZfcVLbbJwfizR5cDOp3q,Migos:MotorSport,1YZfcVLbbJwfizR5cDOp3q
2017-12-07T21:01:57Z,218320,rockstar,Post Malone,rockstar,spotify:track:1OmcAT5Y8eg5bUPv9qJT4R,Post Malone:rockstar,1OmcAT5Y8eg5bUPv9qJT4R
2017-12-07T21:02:06Z,7699,Moves,Big Sean,I Decided.,spotify:track:0Fv5N0cHBsl4bzCbollCAS,Big Sean:Moves,0Fv5N0cHBsl4bzCbollCAS
2017-12-07T21:02:09Z,2318,Don't Stop The Music,Rihanna,Good Girl Gone Bad: Reloaded,spotify:track:0ByMNEPAPpOR5H69DVrTNy,Rihanna:Don't Stop The Music,0ByMNEPAPpOR5H69DVrTNy
2017-12-07T21:02:11Z,1696,This Is What You Came For,Calvin Harris,This Is What You Came For,spotify:track:0azC730Exh71aQlOt9Zj3y,Calvin Harris:This Is What You Came For,0azC730Exh71aQlOt9Zj3y
2017-12-07T21:05:48Z,216408,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,Swalla (feat. Nicki Minaj & Ty Dolla $ign),spotify:track:6kex4EBAj0WHXDKZMEJaaF,Jason Derulo:Swalla (feat. Nicki Minaj & Ty Dolla $ign),6kex4EBAj0WHXDKZMEJaaF
2017-12-07T21:09:47Z,237847,Bad and Boujee (feat. Lil Uzi Vert),Migos,Culture,spotify:track:4Km5HrUvYTaSUfiSGPJeQR,Migos:Bad and Boujee (feat. Lil Uzi Vert),4Km5HrUvYTaSUfiSGPJeQR
2017-12-07T21:09:49Z,1723,4 AM,2 Chainz,Pretty Girls Like Trap Music,spotify:track:1nX9KhK3Fff27SnrIor2Yb,2 Chainz:4 AM,1nX9KhK3Fff27SnrIor2Yb
2017-12-07T21:12:59Z,190693,Make It Jingle,Big Freedia,Office Christmas Party,spotify:track:2OxZdTC2HdbAz9Gu956wzo,Big Freedia:Make It Jingle,2OxZdTC2HdbAz9Gu956wzo
2017-12-07T21:18:23Z,230813,Slide (feat. Frank Ocean & Migos),Calvin Harris,Funk Wav Bounces Vol.1,spotify:track:7tr2za8SQg2CI8EDgrdtNl,Calvin Harris:Slide (feat. Frank Ocean & Migos),7tr2za8SQg2CI8EDgrdtNl
2017-12-07T21:21:16Z,172800,Ric Flair Drip (with Metro Boomin),Offset,Without Warning,spotify:track:7sO5G9EABYOXQKNPNiE9NR,Offset:Ric Flair Drip (with Metro Boomin),7sO5G9EABYOXQKNPNiE9NR
2017-12-07T21:24:50Z,213132,Roll in Peace (feat. XXXTENTACION),Kodak Black,Project Baby 2: All Grown Up,spotify:track:40oKW22ZNNkEdZLJTScaQI,Kodak Black:Roll in Peace (feat. XXXTENTACION),40oKW22ZNNkEdZLJTScaQI
2017-12-07T21:28:32Z,222360,Bounce Back,Big Sean,I Decided.,spotify:track:0SGkqnVQo9KPytSri1H6cF,Big Sean:Bounce Back,0SGkqnVQo9KPytSri1H6cF
2017-12-07T21:31:14Z,130090,Krippy Kush (feat. 21 Savage & Rvssian) - Remix,Farruko,Krippy Kush (feat. 21 Savage & Rvssian),spotify:track:038kavjqUaGIYZL5lYocvX,Farruko:Krippy Kush (feat. 21 Savage & Rvssian) - Remix,038kavjqUaGIYZL5lYocvX
2017-12-07T21:33:04Z,107070,Krippy Kush (feat. 21 Savage & Rvssian) - Remix,Farruko,Krippy Kush (feat. 21 Savage & Rvssian),spotify:track:038kavjqUaGIYZL5lYocvX,Farruko:Krippy Kush (feat. 21 Savage & Rvssian) - Remix,038kavjqUaGIYZL5lYocvX
2017-12-07T21:38:57Z,204664,Wild Thoughts (feat. Rihanna & Bryson Tiller),DJ Khaled,Grateful,spotify:track:45XhKYRRkyeqoW3teSOkCM,DJ Khaled:Wild Thoughts (feat. Rihanna & Bryson Tiller),45XhKYRRkyeqoW3teSOkCM
2017-12-07T22:18:52Z,2468,Worst Behavior,Drake,Nothing Was The Same,spotify:track:24Vi19qR3QeWxZpNnmZqjB,Drake:Worst Behavior,24Vi19qR3QeWxZpNnmZqjB
2017-12-07T22:23:10Z,259333,Sky Walker (feat. Travis Scott),Miguel,War & Leisure,spotify:track:5WoaF1B5XIEnWfmb5NZikf,Miguel:Sky Walker (feat. Travis Scott),5WoaF1B5XIEnWfmb5NZikf
2017-12-07T22:26:48Z,216896,Havana (feat. Young Thug),Camila Cabello,Havana (feat. Young Thug),spotify:track:0ofbQMrRDsUaVKq2mGLEAb,Camila Cabello:Havana (feat. Young Thug),0ofbQMrRDsUaVKq2mGLEAb
2017-12-07T23:11:30Z,152715,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,Swalla (feat. Nicki Minaj & Ty Dolla $ign),spotify:track:6kex4EBAj0WHXDKZMEJaaF,Jason Derulo:Swalla (feat. Nicki Minaj & Ty Dolla $ign),6kex4EBAj0WHXDKZMEJaaF
2017-12-08T01:53:09Z,3105,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,Swalla (feat. Nicki Minaj & Ty Dolla $ign),spotify:track:6kex4EBAj0WHXDKZMEJaaF,Jason Derulo:Swalla (feat. Nicki Minaj & Ty Dolla $ign),6kex4EBAj0WHXDKZMEJaaF
2017-12-08T01:55:35Z,146906,Lemon - Edit,N.E.R.D,Lemon,spotify:track:2LKlHBPHxLG5ArAXfF148n,N.E.R.D:Lemon - Edit,2LKlHBPHxLG5ArAXfF148n
2017-12-08T02:00:32Z,218320,rockstar,Post Malone,rockstar,spotify:track:1OmcAT5Y8eg5bUPv9qJT4R,Post Malone:rockstar,1OmcAT5Y8eg5bUPv9qJT4R
2017-12-08T02:05:39Z,307660,MotorSport,Migos,MotorSport,spotify:track:1YZfcVLbbJwfizR5cDOp3q,Migos:MotorSport,1YZfcVLbbJwfizR5cDOp3q
2017-12-08T02:08:01Z,140059,Don't Stop The Music,Rihanna,Good Girl Gone Bad: Reloaded,spotify:track:0ByMNEPAPpOR5H69DVrTNy,Rihanna:Don't Stop The Music,0ByMNEPAPpOR5H69DVrTNy
2017-12-08T02:08:04Z,2455,Moves,Big Sean,I Decided.,spotify:track:0Fv5N0cHBsl4bzCbollCAS,Big Sean:Moves,0Fv5N0cHBsl4bzCbollCAS
2017-12-08T02:12:19Z,255560,4 AM,2 Chainz,Pretty Girls Like Trap Music,spotify:track:1nX9KhK3Fff27SnrIor2Yb,2 Chainz:4 AM,1nX9KhK3Fff27SnrIor2Yb
2017-12-08T02:13:57Z,5349,Bad and Boujee (feat. Lil Uzi Vert),Migos,Culture,spotify:track:4Km5HrUvYTaSUfiSGPJeQR,Migos:Bad and Boujee (feat. Lil Uzi Vert),4Km5HrUvYTaSUfiSGPJeQR
2017-12-08T02:13:58Z,1577,This Is What You Came For,Calvin Harris,This Is What You Came For,spotify:track:0azC730Exh71aQlOt9Zj3y,Calvin Harris:This Is What You Came For,0azC730Exh71aQlOt9Zj3y
2017-12-08T02:17:49Z,230813,Slide (feat. Frank Ocean & Migos),Calvin Harris,Funk Wav Bounces Vol.1,spotify:track:7tr2za8SQg2CI8EDgrdtNl,Calvin Harris:Slide (feat. Frank Ocean & Migos),7tr2za8SQg2CI8EDgrdtNl
2017-12-08T02:21:23Z,213132,Roll in Peace (feat. XXXTENTACION),Kodak Black,Project Baby 2: All Grown Up,spotify:track:40oKW22ZNNkEdZLJTScaQI,Kodak Black:Roll in Peace (feat. XXXTENTACION),40oKW22ZNNkEdZLJTScaQI
2017-12-08T02:21:27Z,3039,Wild Thoughts (feat. Rihanna & Bryson Tiller),DJ Khaled,Grateful,spotify:track:45XhKYRRkyeqoW3teSOkCM,DJ Khaled:Wild Thoughts (feat. Rihanna & Bryson Tiller),45XhKYRRkyeqoW3teSOkCM
2017-12-08T02:24:19Z,172800,Ric Flair Drip (with Metro Boomin),Offset,Without Warning,spotify:track:7sO5G9EABYOXQKNPNiE9NR,Offset:Ric Flair Drip (with Metro Boomin),7sO5G9EABYOXQKNPNiE9NR
2017-12-08T02:27:30Z,190693,Make It Jingle,Big Freedia,Office Christmas Party,spotify:track:2OxZdTC2HdbAz9Gu956wzo,Big Freedia:Make It Jingle,2OxZdTC2HdbAz9Gu956wzo
2017-12-08T03:19:02Z,156955,Krippy Kush (feat. 21 Savage & Rvssian) - Remix,Farruko,Krippy Kush (feat. 21 Savage & Rvssian),spotify:track:038kavjqUaGIYZL5lYocvX,Farruko:Krippy Kush (feat. 21 Savage & Rvssian) - Remix,038kavjqUaGIYZL5lYocvX
2017-12-08T03:19:21Z,5990,Krippy Kush (feat. 21 Savage & Rvssian) - Remix,Farruko,Krippy Kush (feat. 21 Savage & Rvssian),spotify:track:038kavjqUaGIYZL5lYocvX,Farruko:Krippy Kush (feat. 21 Savage & Rvssian) - Remix,038kavjqUaGIYZL5lYocvX
2017-12-08T03:21:54Z,74927,Bounce Back,Big Sean,I Decided.,spotify:track:0SGkqnVQo9KPytSri1H6cF,Big Sean:Bounce Back,0SGkqnVQo9KPytSri1H6cF
2017-12-08T03:22:26Z,1612,KEEP DA O'S (feat. Pharrell Williams & Coco O.),"Tyler, The Creator",Cherry Bomb,spotify:track:7zdanauvITJaq9OE7bBz0c,"Tyler, The Creator:KEEP DA O'S (feat. Pharrell Williams & Coco O.)",7zdanauvITJaq9OE7bBz0c
2017-12-08T03:22:27Z,873,"FUCKING YOUNG / PERFECT (feat. Charlie Wilson, Chaz Bundick, Sydney Bennett & Kali Uchis)","Tyler, The Creator",Cherry Bomb,spotify:track:46CA1H0T1r7u5lDUtVveAh,"Tyler, The Creator:FUCKING YOUNG / PERFECT (feat. Charlie Wilson, Chaz Bundick, Sydney Bennett & Kali Uchis)",46CA1H0T1r7u5lDUtVveAh
2017-12-08T03:25:56Z,209412,PILOT (feat. Sydney Bennett),"Tyler, The Creator",Cherry Bomb,spotify:track:332Yig3HD2IdDigzlf5Ndl,"Tyler, The Creator:PILOT (feat. Sydney Bennett)",332Yig3HD2IdDigzlf5Ndl
2017-12-08T03:26:07Z,8950,Day One,Ataah King,Senioritis,spotify:track:7plv0lErxZOBHF7sqYLTLe,Ataah King:Day One,7plv0lErxZOBHF7sqYLTLe
2017-12-08T03:30:36Z,269352,CHERRY BOMB,"Tyler, The Creator",Cherry Bomb,spotify:track:1sJZgGyZJookIoyLi9jDOV,"Tyler, The Creator:CHERRY BOMB",1sJZgGyZJookIoyLi9jDOV
